MutationSymbol,MutationGeneID,RegulatorType,MutationRegulatorEdge,MutationRegulonEdge,SpearmanCorrelationTFAndEigenGene,RMST_diff_UnderActiveMinusOverActiveMGMTUnMeth,RMST_diff_UnderActiveMinusOverActiveMGMTMeth,Cox_HR_Training,IfCancerDriverMutation,IfDETFForTCGAGBM,IfCRISPR-Cas9SignificantTF,RNAiTFGeneEssentialityAchilles,Drug,DrugMechOfAction,Miner_Target_Type,DrugTrialPhaseGBM,Cancer_PhaseIV,DrugTargetAll,DrugRegulonAll,DrugRegulonOverActive,DrugRegulonUnderActive,DrugProgramAll,DrugProgramOverActive,DrugProgramUnderActive
IDH1,ENSG00000138413,TF,1,-7.947673076,-0.638252698,185.7558528,-34.91346154,3.160397869,yes,yes,#N/A,-0.076876257,ONARTUZUMAB,Hepatocyte growth factor receptor antagonist,RegulonGene,Phase 1,#N/A,MET,"447,557,3545",NA,"447,557,3545",24,NA,24
IDH1,ENSG00000138413,TF,-1,-5.358649753,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,ONARTUZUMAB,Hepatocyte growth factor receptor antagonist,RegulonGene,Phase 1,#N/A,MET,"447,557,3545",NA,"447,557,3545",24,NA,24
NF1,ENSG00000196712,TF,-1,2.799177262,-0.638252698,185.7558528,-34.91346154,3.160397869,yes,yes,#N/A,-0.076876257,CABOZANTINIB,Hepatocyte growth factor receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,MET,"447,557,3545",NA,"447,557,3545",24,NA,24
NF1,ENSG00000196712,TF,-1,2.799177262,-0.638252698,185.7558528,-34.91346154,3.160397869,yes,yes,#N/A,-0.076876257,CRIZOTINIB,ALK tyrosine kinase receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,MET,"447,557,3545",NA,"447,557,3545",24,NA,24
NF1,ENSG00000196712,TF,1,3.116068486,0.605209156,-229.968254,-493.875,2.985460417,yes,yes,#N/A,0.043239717,CABOZANTINIB,Hepatocyte growth factor receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,MET,"447,557,3545",NA,"447,557,3545",24,NA,24
NF1,ENSG00000196712,TF,1,3.116068486,0.605209156,-229.968254,-493.875,2.985460417,yes,yes,#N/A,0.043239717,CRIZOTINIB,ALK tyrosine kinase receptor inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,MET,"447,557,3545",NA,"447,557,3545",24,NA,24
NF1,ENSG00000196712,TF,-1,2.799177262,-0.638252698,185.7558528,-34.91346154,3.160397869,yes,yes,#N/A,-0.076876257,ONARTUZUMAB,Hepatocyte growth factor receptor antagonist,RegulonGene,Phase 1,#N/A,MET,"447,557,3545",NA,"447,557,3545",24,NA,24
NF1,ENSG00000196712,TF,1,3.116068486,0.605209156,-229.968254,-493.875,2.985460417,yes,yes,#N/A,0.043239717,ONARTUZUMAB,Hepatocyte growth factor receptor antagonist,RegulonGene,Phase 1,#N/A,MET,"447,557,3545",NA,"447,557,3545",24,NA,24
GPR98,NA,TF,-1,-2.689790982,0.361032258,283.7193676,23.1,2.475822902,NA,#N/A,yes,-0.032298401,DOXYCYCLINE,Matrix metalloproteinase 7 inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,MMP7,416,NA,NA,16,NA,16
IDH1,ENSG00000138413,TF,-1,-6.099677054,0.361032258,283.7193676,23.1,2.475822902,yes,#N/A,yes,-0.032298401,DOXYCYCLINE,Matrix metalloproteinase 7 inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,MMP7,416,NA,NA,16,NA,16
MUC17,ENSG00000169876,TF,1,2.358603796,0.361032258,283.7193676,23.1,2.475822902,NA,#N/A,yes,-0.032298401,DOXYCYCLINE,Matrix metalloproteinase 7 inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,MMP7,416,NA,NA,16,NA,16
NF1,ENSG00000196712,TF,1,4.46190652,0.361032258,283.7193676,23.1,2.475822902,yes,#N/A,yes,-0.032298401,DOXYCYCLINE,Matrix metalloproteinase 7 inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,MMP7,416,NA,NA,16,NA,16
ATRX,ENSG00000085224,TF,-1,-3.505281954,0.586474346,229.4620833,344.8611111,2.98730831,yes,yes,#N/A,-0.147069167,METFORMIN,Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"GPD2,NDUFA4L2,NDUFC1","47,410,714,1224,1558,1576,1640,2588,2695,3206","47,410,714,1224,1558,1576,1640,2695,3206",NA,"78,81,104,159","81,104,159",NA
GPR98,NA,TF,-1,-2.361661402,0.501166697,250.9333333,564.3035714,2.028535393,NA,#N/A,yes,-0.032298401,METFORMIN,Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"GPD2,NDUFA4L2,NDUFC1","47,410,714,1224,1558,1576,1640,2588,2695,3206","47,410,714,1224,1558,1576,1640,2695,3206",NA,"78,81,104,159","81,104,159",NA
GPR98,NA,TF,-1,-2.284221206,0.586474346,229.4620833,344.8611111,2.98730831,NA,yes,#N/A,-0.147069167,METFORMIN,Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"GPD2,NDUFA4L2,NDUFC1","47,410,714,1224,1558,1576,1640,2588,2695,3206","47,410,714,1224,1558,1576,1640,2695,3206",NA,"78,81,104,159","81,104,159",NA
IDH1,ENSG00000138413,TF,-1,-4.608054224,0.501166697,250.9333333,564.3035714,2.028535393,yes,#N/A,yes,-0.032298401,METFORMIN,Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"GPD2,NDUFA4L2,NDUFC1","47,410,714,1224,1558,1576,1640,2588,2695,3206","47,410,714,1224,1558,1576,1640,2695,3206",NA,"78,81,104,159","81,104,159",NA
IDH1,ENSG00000138413,TF,-1,-6.871561444,0.586474346,229.4620833,344.8611111,2.98730831,yes,yes,#N/A,-0.147069167,METFORMIN,Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"GPD2,NDUFA4L2,NDUFC1","47,410,714,1224,1558,1576,1640,2588,2695,3206","47,410,714,1224,1558,1576,1640,2695,3206",NA,"78,81,104,159","81,104,159",NA
NF1,ENSG00000196712,TF,1,3.393720811,0.586474346,229.4620833,344.8611111,2.98730831,yes,yes,#N/A,-0.147069167,METFORMIN,Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"GPD2,NDUFA4L2,NDUFC1","47,410,714,1224,1558,1576,1640,2588,2695,3206","47,410,714,1224,1558,1576,1640,2695,3206",NA,"78,81,104,159","81,104,159",NA
PTEN,ENSG00000283094,miRNA,-1,2.163270602,-0.433055206,250.9333333,564.3035714,2.028535393,yes,#N/A,#N/A,NA,METFORMIN,Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"GPD2,NDUFA4L2,NDUFC1","47,410,714,1224,1558,1576,1640,2588,2695,3206","47,410,714,1224,1558,1576,1640,2695,3206",NA,"78,81,104,159","81,104,159",NA
PTEN,ENSG00000283094,miRNA,-1,2.132688349,-0.363223605,152.0071146,431.1363636,2.601601444,yes,#N/A,#N/A,NA,METFORMIN,Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"GPD2,NDUFA4L2,NDUFC1","47,410,714,1224,1558,1576,1640,2588,2695,3206","47,410,714,1224,1558,1576,1640,2695,3206",NA,"78,81,104,159","81,104,159",NA
PTEN,ENSG00000283094,miRNA,-1,2.207449734,-0.430889301,106.2806527,262.7777778,2.466263623,yes,#N/A,#N/A,NA,METFORMIN,Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"GPD2,NDUFA4L2,NDUFC1","47,410,714,1224,1558,1576,1640,2588,2695,3206","47,410,714,1224,1558,1576,1640,2695,3206",NA,"78,81,104,159","81,104,159",NA
ATRX,ENSG00000085224,TF,-1,-6.262646474,0.401128348,208.1628205,-297.6111111,2.014588279,yes,yes,yes,0.100724844,METFORMIN,Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"GPD2,NDUFA4L2,NDUFC1","47,410,714,1224,1558,1576,1640,2588,2695,3206","47,410,714,1224,1558,1576,1640,2695,3206",NA,"78,81,104,159","81,104,159",NA
CNTNAP2,ENSG00000278728,TF,-1,-2.362003902,0.585350531,239.6519608,39.89230769,2.361944296,NA,#N/A,#N/A,-0.082248802,METFORMIN,Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"GPD2,NDUFA4L2,NDUFC1","47,410,714,1224,1558,1576,1640,2588,2695,3206","47,410,714,1224,1558,1576,1640,2695,3206",NA,"78,81,104,159","81,104,159",NA
IDH1,ENSG00000138413,TF,-1,-6.881739747,0.401128348,208.1628205,-297.6111111,2.014588279,yes,yes,yes,0.100724844,METFORMIN,Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"GPD2,NDUFA4L2,NDUFC1","47,410,714,1224,1558,1576,1640,2588,2695,3206","47,410,714,1224,1558,1576,1640,2695,3206",NA,"78,81,104,159","81,104,159",NA
SEMA3C,ENSG00000075223,TF,-1,-3.317326072,0.585350531,239.6519608,39.89230769,2.361944296,NA,#N/A,#N/A,-0.082248802,METFORMIN,Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"GPD2,NDUFA4L2,NDUFC1","47,410,714,1224,1558,1576,1640,2588,2695,3206","47,410,714,1224,1558,1576,1640,2695,3206",NA,"78,81,104,159","81,104,159",NA
TP53,ENSG00000141510,TF,-1,-5.088668189,0.585350531,239.6519608,39.89230769,2.361944296,yes,#N/A,#N/A,-0.082248802,METFORMIN,Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"GPD2,NDUFA4L2,NDUFC1","47,410,714,1224,1558,1576,1640,2588,2695,3206","47,410,714,1224,1558,1576,1640,2695,3206",NA,"78,81,104,159","81,104,159",NA
TP53,ENSG00000141510,TF,-1,-4.9358644,0.401128348,208.1628205,-297.6111111,2.014588279,yes,yes,yes,0.100724844,METFORMIN,Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"GPD2,NDUFA4L2,NDUFC1","47,410,714,1224,1558,1576,1640,2588,2695,3206","47,410,714,1224,1558,1576,1640,2695,3206",NA,"78,81,104,159","81,104,159",NA
SEMA3C,ENSG00000075223,TF,-1,-4.29063745,0.373622741,239.1776481,199.5464744,2.985972056,NA,#N/A,yes,-0.092597974,DEXAMETHASONE,Glucocorticoid receptor agonist,RegulatorGene,Phase 2,AntiCancerPhaseIV,NR3C1,837,837,NA,91,91,NA
SEMA3C,ENSG00000075223,TF,-1,-4.29063745,0.373622741,239.1776481,199.5464744,2.985972056,NA,#N/A,yes,-0.092597974,PREDNISONE,Glucocorticoid receptor agonist,RegulatorGene,Phase 2,AntiCancerPhaseIV,NR3C1,837,837,NA,91,91,NA
SEMA3C,ENSG00000075223,TF,-1,-4.29063745,0.373622741,239.1776481,199.5464744,2.985972056,NA,#N/A,yes,-0.092597974,TRIAMCINOLONE,Glucocorticoid receptor agonist,RegulatorGene,Phase 2,AntiCancerPhaseIV,NR3C1,837,837,NA,91,91,NA
SEMA3C,ENSG00000075223,TF,-1,-4.29063745,0.373622741,239.1776481,199.5464744,2.985972056,NA,#N/A,yes,-0.092597974,BUDESONIDE,Glucocorticoid receptor agonist,RegulatorGene,#N/A,AntiCancerPhaseIV,NR3C1,837,837,NA,91,91,NA
SEMA3C,ENSG00000075223,TF,-1,-4.29063745,0.373622741,239.1776481,199.5464744,2.985972056,NA,#N/A,yes,-0.092597974,HYDROCORTISONE,Glucocorticoid receptor agonist,RegulatorGene,#N/A,AntiCancerPhaseIV,NR3C1,837,837,NA,91,91,NA
SEMA3C,ENSG00000075223,TF,-1,-4.29063745,0.373622741,239.1776481,199.5464744,2.985972056,NA,#N/A,yes,-0.092597974,MIFEPRISTONE,Glucocorticoid receptor antagonist,RegulatorGene,#N/A,AntiCancerPhaseIV,NR3C1,837,837,NA,91,91,NA
SEMA3C,ENSG00000075223,TF,-1,-4.29063745,0.373622741,239.1776481,199.5464744,2.985972056,NA,#N/A,yes,-0.092597974,PREDNISOLONE,Glucocorticoid receptor agonist,RegulatorGene,#N/A,AntiCancerPhaseIV,NR3C1,837,837,NA,91,91,NA
ATRX,ENSG00000085224,TF,-1,-6.124032141,0.337342603,200.3497778,40.96904762,2.732273465,yes,#N/A,#N/A,-0.112566588,CARBETOCIN,Oxytocin receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,OXTR,"405,439,837,1939,2031","405,439,837,1939,2031",NA,"48,91","48,91",NA
ATRX,ENSG00000085224,TF,-1,-6.124032141,0.337342603,200.3497778,40.96904762,2.732273465,yes,#N/A,#N/A,-0.112566588,OXYTOCIN,Oxytocin receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,OXTR,"405,439,837,1939,2031","405,439,837,1939,2031",NA,"48,91","48,91",NA
IDH1,ENSG00000138413,TF,-1,-7.644356643,0.438395898,302.5435897,293.9666667,3.081648636,yes,#N/A,yes,-0.032298401,CARBETOCIN,Oxytocin receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,OXTR,"405,439,837,1939,2031","405,439,837,1939,2031",NA,"48,91","48,91",NA
IDH1,ENSG00000138413,TF,-1,-7.644356643,0.438395898,302.5435897,293.9666667,3.081648636,yes,#N/A,yes,-0.032298401,OXYTOCIN,Oxytocin receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,OXTR,"405,439,837,1939,2031","405,439,837,1939,2031",NA,"48,91","48,91",NA
IDH1,ENSG00000138413,TF,-1,-7.881164458,0.337342603,200.3497778,40.96904762,2.732273465,yes,#N/A,#N/A,-0.112566588,CARBETOCIN,Oxytocin receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,OXTR,"405,439,837,1939,2031","405,439,837,1939,2031",NA,"48,91","48,91",NA
IDH1,ENSG00000138413,TF,-1,-7.881164458,0.337342603,200.3497778,40.96904762,2.732273465,yes,#N/A,#N/A,-0.112566588,OXYTOCIN,Oxytocin receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,OXTR,"405,439,837,1939,2031","405,439,837,1939,2031",NA,"48,91","48,91",NA
LRP2,ENSG00000081479,miRNA,-1,2.178853063,-0.437853739,237.0271012,150.8555556,2.864949507,NA,#N/A,#N/A,NA,CARBETOCIN,Oxytocin receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,OXTR,"405,439,837,1939,2031","405,439,837,1939,2031",NA,"48,91","48,91",NA
LRP2,ENSG00000081479,miRNA,-1,2.178853063,-0.437853739,237.0271012,150.8555556,2.864949507,NA,#N/A,#N/A,NA,OXYTOCIN,Oxytocin receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,OXTR,"405,439,837,1939,2031","405,439,837,1939,2031",NA,"48,91","48,91",NA
SEMA3C,ENSG00000075223,TF,-1,-4.29063745,0.373622741,239.1776481,199.5464744,2.985972056,NA,#N/A,yes,-0.092597974,CARBETOCIN,Oxytocin receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,OXTR,"405,439,837,1939,2031","405,439,837,1939,2031",NA,"48,91","48,91",NA
SEMA3C,ENSG00000075223,TF,-1,-4.29063745,0.373622741,239.1776481,199.5464744,2.985972056,NA,#N/A,yes,-0.092597974,OXYTOCIN,Oxytocin receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,OXTR,"405,439,837,1939,2031","405,439,837,1939,2031",NA,"48,91","48,91",NA
TP53,ENSG00000141510,TF,-1,-6.010206319,0.446212619,275.23971770000003,143.4923077,3.061868333,yes,yes,#N/A,0.043239717,CARBETOCIN,Oxytocin receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,OXTR,"405,439,837,1939,2031","405,439,837,1939,2031",NA,"48,91","48,91",NA
TP53,ENSG00000141510,TF,-1,-6.010206319,0.446212619,275.23971770000003,143.4923077,3.061868333,yes,yes,#N/A,0.043239717,OXYTOCIN,Oxytocin receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,OXTR,"405,439,837,1939,2031","405,439,837,1939,2031",NA,"48,91","48,91",NA
TP53,ENSG00000141510,TF,-1,-6.191878823,0.337342603,200.3497778,40.96904762,2.732273465,yes,#N/A,#N/A,-0.112566588,CARBETOCIN,Oxytocin receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,OXTR,"405,439,837,1939,2031","405,439,837,1939,2031",NA,"48,91","48,91",NA
TP53,ENSG00000141510,TF,-1,-6.191878823,0.337342603,200.3497778,40.96904762,2.732273465,yes,#N/A,#N/A,-0.112566588,OXYTOCIN,Oxytocin receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,OXTR,"405,439,837,1939,2031","405,439,837,1939,2031",NA,"48,91","48,91",NA
ATRX,ENSG00000085224,TF,1,2.791241786,0.696549726,-281.2515152,233,-2.197886442,yes,#N/A,#N/A,-0.09934856,NIRAPARIB,Poly [ADP-ribose] polymerase 2 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
ATRX,ENSG00000085224,TF,1,2.243461218,0.716152893,-343.7634783,162.9230769,-2.471875491,yes,#N/A,yes,0.017516857,NIRAPARIB,Poly [ADP-ribose] polymerase 2 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
ATRX,ENSG00000085224,TF,1,2.791241786,0.696549726,-281.2515152,233,-2.197886442,yes,#N/A,#N/A,-0.09934856,OLAPARIB,"PARP 1, 2 and 3 inhibitor",RegulonGene,Phase 3,AntiCancerPhaseIV,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
ATRX,ENSG00000085224,TF,1,2.243461218,0.716152893,-343.7634783,162.9230769,-2.471875491,yes,#N/A,yes,0.017516857,OLAPARIB,"PARP 1, 2 and 3 inhibitor",RegulonGene,Phase 3,AntiCancerPhaseIV,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
ATRX,ENSG00000085224,TF,1,2.791241786,0.696549726,-281.2515152,233,-2.197886442,yes,#N/A,#N/A,-0.09934856,RUCAPARIB,"PARP 1, 2 and 3 inhibitor",RegulonGene,Phase 1,#N/A,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
ATRX,ENSG00000085224,TF,1,2.243461218,0.716152893,-343.7634783,162.9230769,-2.471875491,yes,#N/A,yes,0.017516857,RUCAPARIB,"PARP 1, 2 and 3 inhibitor",RegulonGene,Phase 1,#N/A,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
ATRX,ENSG00000085224,TF,1,2.791241786,0.696549726,-281.2515152,233,-2.197886442,yes,#N/A,#N/A,-0.09934856,VELIPARIB,"PARP 1, 2 and 3 inhibitor",RegulonGene,Phase 2,#N/A,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
ATRX,ENSG00000085224,TF,1,2.243461218,0.716152893,-343.7634783,162.9230769,-2.471875491,yes,#N/A,yes,0.017516857,VELIPARIB,"PARP 1, 2 and 3 inhibitor",RegulonGene,Phase 2,#N/A,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
IDH1,ENSG00000138413,TF,1,5.821698494,0.696549726,-281.2515152,233,-2.197886442,yes,#N/A,#N/A,-0.09934856,NIRAPARIB,Poly [ADP-ribose] polymerase 2 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
IDH1,ENSG00000138413,TF,1,4.597262215,0.716152893,-343.7634783,162.9230769,-2.471875491,yes,#N/A,yes,0.017516857,NIRAPARIB,Poly [ADP-ribose] polymerase 2 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
IDH1,ENSG00000138413,TF,1,5.435696178,0.658692831,-274.2105263,91.07954545,-2.191234086,yes,#N/A,yes,0.052469964,NIRAPARIB,Poly [ADP-ribose] polymerase 2 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
IDH1,ENSG00000138413,TF,1,5.821698494,0.696549726,-281.2515152,233,-2.197886442,yes,#N/A,#N/A,-0.09934856,OLAPARIB,"PARP 1, 2 and 3 inhibitor",RegulonGene,Phase 3,AntiCancerPhaseIV,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
IDH1,ENSG00000138413,TF,1,4.597262215,0.716152893,-343.7634783,162.9230769,-2.471875491,yes,#N/A,yes,0.017516857,OLAPARIB,"PARP 1, 2 and 3 inhibitor",RegulonGene,Phase 3,AntiCancerPhaseIV,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
IDH1,ENSG00000138413,TF,1,5.435696178,0.658692831,-274.2105263,91.07954545,-2.191234086,yes,#N/A,yes,0.052469964,OLAPARIB,"PARP 1, 2 and 3 inhibitor",RegulonGene,Phase 3,AntiCancerPhaseIV,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
IDH1,ENSG00000138413,TF,1,5.821698494,0.696549726,-281.2515152,233,-2.197886442,yes,#N/A,#N/A,-0.09934856,RUCAPARIB,"PARP 1, 2 and 3 inhibitor",RegulonGene,Phase 1,#N/A,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
IDH1,ENSG00000138413,TF,1,4.597262215,0.716152893,-343.7634783,162.9230769,-2.471875491,yes,#N/A,yes,0.017516857,RUCAPARIB,"PARP 1, 2 and 3 inhibitor",RegulonGene,Phase 1,#N/A,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
IDH1,ENSG00000138413,TF,1,5.435696178,0.658692831,-274.2105263,91.07954545,-2.191234086,yes,#N/A,yes,0.052469964,RUCAPARIB,"PARP 1, 2 and 3 inhibitor",RegulonGene,Phase 1,#N/A,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
IDH1,ENSG00000138413,TF,1,5.821698494,0.696549726,-281.2515152,233,-2.197886442,yes,#N/A,#N/A,-0.09934856,VELIPARIB,"PARP 1, 2 and 3 inhibitor",RegulonGene,Phase 2,#N/A,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
IDH1,ENSG00000138413,TF,1,4.597262215,0.716152893,-343.7634783,162.9230769,-2.471875491,yes,#N/A,yes,0.017516857,VELIPARIB,"PARP 1, 2 and 3 inhibitor",RegulonGene,Phase 2,#N/A,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
IDH1,ENSG00000138413,TF,1,5.435696178,0.658692831,-274.2105263,91.07954545,-2.191234086,yes,#N/A,yes,0.052469964,VELIPARIB,"PARP 1, 2 and 3 inhibitor",RegulonGene,Phase 2,#N/A,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
TP53,ENSG00000141510,TF,1,2.870012115,0.696549726,-281.2515152,233,-2.197886442,yes,#N/A,#N/A,-0.09934856,NIRAPARIB,Poly [ADP-ribose] polymerase 2 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
TP53,ENSG00000141510,TF,1,3.216375962,0.716152893,-343.7634783,162.9230769,-2.471875491,yes,#N/A,yes,0.017516857,NIRAPARIB,Poly [ADP-ribose] polymerase 2 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
TP53,ENSG00000141510,TF,1,3.182943928,0.658692831,-274.2105263,91.07954545,-2.191234086,yes,#N/A,yes,0.052469964,NIRAPARIB,Poly [ADP-ribose] polymerase 2 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
TP53,ENSG00000141510,TF,1,2.870012115,0.696549726,-281.2515152,233,-2.197886442,yes,#N/A,#N/A,-0.09934856,OLAPARIB,"PARP 1, 2 and 3 inhibitor",RegulonGene,Phase 3,AntiCancerPhaseIV,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
TP53,ENSG00000141510,TF,1,3.216375962,0.716152893,-343.7634783,162.9230769,-2.471875491,yes,#N/A,yes,0.017516857,OLAPARIB,"PARP 1, 2 and 3 inhibitor",RegulonGene,Phase 3,AntiCancerPhaseIV,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
TP53,ENSG00000141510,TF,1,3.182943928,0.658692831,-274.2105263,91.07954545,-2.191234086,yes,#N/A,yes,0.052469964,OLAPARIB,"PARP 1, 2 and 3 inhibitor",RegulonGene,Phase 3,AntiCancerPhaseIV,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
TP53,ENSG00000141510,TF,1,2.870012115,0.696549726,-281.2515152,233,-2.197886442,yes,#N/A,#N/A,-0.09934856,RUCAPARIB,"PARP 1, 2 and 3 inhibitor",RegulonGene,Phase 1,#N/A,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
TP53,ENSG00000141510,TF,1,3.216375962,0.716152893,-343.7634783,162.9230769,-2.471875491,yes,#N/A,yes,0.017516857,RUCAPARIB,"PARP 1, 2 and 3 inhibitor",RegulonGene,Phase 1,#N/A,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
TP53,ENSG00000141510,TF,1,3.182943928,0.658692831,-274.2105263,91.07954545,-2.191234086,yes,#N/A,yes,0.052469964,RUCAPARIB,"PARP 1, 2 and 3 inhibitor",RegulonGene,Phase 1,#N/A,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
TP53,ENSG00000141510,TF,1,2.870012115,0.696549726,-281.2515152,233,-2.197886442,yes,#N/A,#N/A,-0.09934856,VELIPARIB,"PARP 1, 2 and 3 inhibitor",RegulonGene,Phase 2,#N/A,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
TP53,ENSG00000141510,TF,1,3.216375962,0.716152893,-343.7634783,162.9230769,-2.471875491,yes,#N/A,yes,0.017516857,VELIPARIB,"PARP 1, 2 and 3 inhibitor",RegulonGene,Phase 2,#N/A,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
TP53,ENSG00000141510,TF,1,3.182943928,0.658692831,-274.2105263,91.07954545,-2.191234086,yes,#N/A,yes,0.052469964,VELIPARIB,"PARP 1, 2 and 3 inhibitor",RegulonGene,Phase 2,#N/A,PARP2,"337,1170,1675","337,1170,1675",NA,72,72,NA
PTEN,ENSG00000283094,miRNA,-1,2.192630142,-0.493720703,67.875,-42.66666667,2.110418,yes,#N/A,#N/A,NA,ROFLUMILAST,Phosphodiesterase 4 inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,PDE4A,1178,NA,NA,126,NA,NA
PTEN,ENSG00000283094,miRNA,-1,2.192630142,-0.493720703,67.875,-42.66666667,2.110418,yes,#N/A,#N/A,NA,PENTOXIFYLLINE,Adenosine A2 receptor antagonist,RegulonGene,Phase 1,#N/A,"ADORA2B,PDE4A","416,1178",NA,NA,"16,126",NA,16
SCN9A,ENSG00000169432,TF,-1,-2.603859288,0.550231551,67.875,-42.66666667,2.110418,NA,yes,yes,0.02852884,ROFLUMILAST,Phosphodiesterase 4 inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,PDE4A,1178,NA,NA,126,NA,NA
